Edad,País / Procedencia,Idioma,Presupuesto,Días de viaje,Tipo de viaje,Problemas respiratorios,Movilidad reducida,Alergias,Comida,Naturaleza,Historia,Fotografía,Altura máxima tolerada,Recomendación médica,Destino
40,Corea del Sur,Coreano,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3600,Aclimatación obligatoria,Ollantaytambo
62,Reino Unido,Inglés,Alto,10,Cultural,Sí,Sí,No,Sí,No,Sí,No,3200,Evitar alcohol,Ollantaytambo
26,Ecuador,Español,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,4200,Descanso previo,Ollantaytambo
37,Suecia,Inglés,Medio,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,3500,Consumir líquidos,Ollantaytambo
48,Suiza,Alemán,Alto,9,Relajación,Sí,No,Sí,Sí,Sí,Sí,No,3200,Hidratación constante,Ollantaytambo
23,Paraguay,Español,Económico,4,Mochilero,No,No,No,No,Sí,No,Sí,3500,Usar bloqueador,Ollantaytambo
43,China,Chino,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3600,Medicamentos básicos,Ollantaytambo
34,Portugal,Portugués,Medio,7,Cultural,No,No,No,Sí,No,Sí,Sí,3500,Descanso adecuado,Ollantaytambo
56,Noruega,Noruego,Alto,10,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,3200,Aclimatación y descanso,Ollantaytambo
27,Colombia,Español,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,4200,Hidratación continua,Ollantaytambo
47,Bélgica,Francés,Alto,8,Histórico,No,No,No,Sí,No,Sí,Sí,3400,Preparación física,Ollantaytambo
20,Uruguay,Español,Económico,3,Mochilero,No,No,No,No,Sí,No,Sí,3500,Consumir agua,Ollantaytambo
52,Dinamarca,Inglés,Alto,9,Relajación,Sí,No,Sí,Sí,Sí,Sí,No,3200,Consulta médica,Ollantaytambo
35,India,Inglés,Medio,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3600,Hidratación permanente,Ollantaytambo
30,Turquía,Turco,Medio,6,Cultural,No,No,No,Sí,No,Sí,Sí,3500,Ropa térmica,Ollantaytambo
60,Irlanda,Inglés,Alto,11,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,3200,Descanso moderado,Ollantaytambo
25,Nueva Zelanda,Inglés,Económico,5,Aventura,No,No,No,Sí,Sí,No,Sí,4200,Aclimatación previa,Ollantaytambo
29,Finlandia,Inglés,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,3500,Consumir mate de coca,Ollantaytambo
44,Marruecos,Árabe,Medio,7,Histórico,No,No,Sí,Sí,No,Sí,Sí,3400,Hidratación continua,Ollantaytambo
28,Tailandia,Tailandés,Económico,5,Mochilero,No,No,No,No,Sí,No,Sí,3500,Descansar correctamente,Ollantaytambo
51,Finlandia,Inglés,Alto,9,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,3200,Control de presión,Ollantaytambo
32,India,Inglés,Medio,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3600,Hidratación y descanso,Ollantaytambo
24,Indonesia,Indonesio,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,4200,Preparación física,Ollantaytambo
48,Turquía,Turco,Alto,10,Cultural,No,No,No,Sí,No,Sí,Sí,3500,Consumir líquidos,Ollantaytambo
39,Israel,Hebreo,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3600,Aclimatación previa,Ollantaytambo
22,Egipto,Árabe,Económico,5,Mochilero,No,No,No,No,Sí,No,Sí,3500,Hidratación adecuada,Ollantaytambo
55,Bélgica,Francés,Alto,10,Relajación,Sí,Sí,Sí,Sí,No,Sí,No,3200,Ropa adecuada,Ollantaytambo
31,China,Chino,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,3500,Descanso previo,Ollantaytambo
27,Filipinas,Inglés,Medio,6,Aventura,No,No,No,Sí,Sí,No,Sí,4200,Consumir líquidos,Ollantaytambo
43,Rusia,Ruso,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3600,Hidratación constante,Ollantaytambo
36,Sudáfrica,Inglés,Medio,7,Cultural,No,No,No,Sí,No,Sí,Sí,3400,Usar bloqueador,Ollantaytambo
20,Nepal,Nepalí,Económico,5,Mochilero,No,No,No,No,Sí,No,Sí,3500,Medicamentos básicos,Ollantaytambo
53,Irlanda,Inglés,Alto,11,Relajación,Sí,Sí,No,Sí,Sí,Sí,No,3200,Descanso adecuado,Ollantaytambo
28,Malasia,Malayo,Medio,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3600,Aclimatación y descanso,Ollantaytambo
40,Hungría,Húngaro,Alto,8,Cultural,No,No,Sí,Sí,No,Sí,Sí,3500,Hidratación continua,Ollantaytambo
23,Pakistán,Urdu,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,4200,Preparación física,Ollantaytambo
61,Dinamarca,Inglés,Alto,10,Relajación,Sí,Sí,Sí,Sí,No,Sí,No,3200,Consumir agua,Ollantaytambo
34,Singapur,Inglés,Alto,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,3500,Consulta médica,Ollantaytambo
25,Croacia,Croata,Económico,5,Mochilero,No,No,No,No,Sí,No,Sí,3500,Hidratación permanente,Ollantaytambo
27,Australia,Inglés,Alto,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,3200,Ropa térmica,Moray
34,Perú,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,3000,Descanso moderado,Moray
25,Estados Unidos,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3300,Aclimatación previa,Moray
41,Canadá,Inglés,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,3200,Consumir mate de coca,Moray
22,Argentina,Español,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,2900,Hidratación continua,Moray
38,Alemania,Alemán,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3300,Descansar correctamente,Moray
30,Francia,Francés,Medio,7,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3100,Control de presión,Moray
24,Brasil,Portugués,Medio,6,Naturaleza,No,No,No,Sí,Sí,No,Sí,3000,Hidratación y descanso,Moray
45,Chile,Español,Alto,8,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2600,Hidratación constante,Moray
28,Japón,Japonés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3200,Descansar adecuadamente,Moray
36,Italia,Italiano,Medio,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,3000,Llevar medicamentos,Moray
31,México,Español,Medio,8,Cultural,No,No,No,Sí,Sí,No,Sí,2900,Aclimatación previa,Moray
40,Reino Unido,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3300,Consumir agua,Moray
26,España,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,2800,Usar bloqueador solar,Moray
33,China,Chino,Alto,9,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación frecuente,Moray
37,Corea del Sur,Coreano,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3100,Descanso moderado,Moray
23,Colombia,Español,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,2700,Consultar médico,Moray
44,Suiza,Alemán,Alto,11,Cultural,No,No,No,Sí,Sí,Sí,Sí,3300,Llevar snacks,Moray
27,Ecuador,Español,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,2900,Usar sombrero,Moray
39,Países Bajos,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3300,Hidratación constante,Moray
25,Perú,Español,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,2700,Aclimatación recomendada,Moray
42,Bélgica,Francés,Alto,9,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2500,Consumir líquidos,Moray
30,Turquía,Turco,Medio,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3000,Ropa cómoda,Moray
35,India,Inglés,Alto,8,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación permanente,Moray
21,Bolivia,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Descanso adecuado,Moray
46,Noruega,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3400,Aclimatación previa,Moray
28,Portugal,Portugués,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,2800,Evitar comidas pesadas,Moray
32,Israel,Hebreo,Alto,9,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación y descanso,Moray
24,Perú,Español,Económico,5,Cultural,No,No,Sí,Sí,Sí,No,Sí,2700,Consumir mate de coca,Moray
41,Irlanda,Inglés,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3300,Control médico,Moray
26,Sudáfrica,Inglés,Medio,7,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3000,Llevar medicamentos,Moray
34,Filipinas,Inglés,Medio,6,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,2900,Usar ropa ligera,Moray
29,Marruecos,Árabe,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Hidratación adecuada,Moray
43,Suecia,Inglés,Alto,11,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3400,Aclimatación obligatoria,Moray
27,Indonesia,Indonesio,Medio,8,Naturaleza,No,No,Sí,Sí,Sí,Sí,Sí,3100,Evitar alcohol,Moray
38,Dinamarca,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,3300,Descanso previo,Moray
23,Uruguay,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2500,Consumir líquidos,Moray
45,Austria,Alemán,Alto,10,Cultural,Sí,No,Sí,Sí,Sí,Sí,Sí,2400,Hidratación constante,Moray
31,Costa Rica,Español,Medio,7,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3000,Usar bloqueador,Moray
25,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3200,Medicamentos básicos,Moray
36,Paraguay,Español,Económico,5,Cultural,No,No,Sí,Sí,Sí,No,Sí,2700,Descanso adecuado,Moray
40,Rusia,Ruso,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3400,Aclimatación y descanso,Moray
28,Perú,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,2800,Hidratación continua,Moray
33,Finlandia,Inglés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3200,Preparación física,Moray
22,Venezuela,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Consumir agua,Moray
47,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2500,Consulta médica,Moray
30,Tailandia,Tailandés,Medio,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3000,Hidratación permanente,Moray
35,Estados Unidos,Inglés,Alto,10,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3400,Ropa térmica,Moray
24,Perú,Español,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Descanso moderado,Moray
39,Canadá,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3300,Aclimatación previa,Moray
27,España,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,2900,Consumir mate de coca,Moray
42,Brasil,Portugués,Alto,9,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3300,Hidratación continua,Moray
24,Perú,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,2900,Descansar correctamente,Pisac
31,Estados Unidos,Inglés,Alto,7,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3000,Control de presión,Pisac
28,Argentina,Español,Económico,4,Relajación,No,No,No,Sí,Sí,No,Sí,2800,Hidratación y descanso,Pisac
45,Canadá,Inglés,Alto,8,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2900,Preparación física,Pisac
22,Brasil,Portugués,Medio,5,Relajación,No,No,No,Sí,Sí,No,Sí,2700,Consumir líquidos,Pisac
36,Alemania,Alemán,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,3000,Aclimatación previa,Pisac
27,Francia,Francés,Medio,6,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,2900,Hidratación adecuada,Pisac
33,Chile,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,2800,Ropa adecuada,Pisac
29,Japón,Japonés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3000,Aclimatación previa,Pisac
41,Italia,Italiano,Alto,10,Naturaleza,No,No,Sí,Sí,Sí,Sí,Sí,3100,Hidratación constante,Pisac
23,México,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2700,Consumir mate de coca,Pisac
38,Reino Unido,Inglés,Alto,9,Aventura,No,No,No,Sí,Sí,Sí,Sí,3000,Aclimatación obligatoria,Pisac
26,España,Español,Medio,5,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,2800,Hidratación permanente,Pisac
34,China,Chino,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3000,Descansar previamente,Pisac
30,Corea del Sur,Coreano,Alto,7,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,2900,Usar bloqueador solar,Pisac
25,Colombia,Español,Económico,4,Relajación,No,No,No,Sí,Sí,No,Sí,2700,Aclimatación en Cusco,Pisac
44,Suiza,Alemán,Alto,10,Cultural,No,No,No,Sí,Sí,Sí,Sí,3100,Consumir líquidos,Pisac
27,Ecuador,Español,Medio,5,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,2800,Preparación física,Pisac
39,Países Bajos,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3000,Descansar correctamente,Pisac
24,Perú,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2700,Llevar snacks energéticos,Pisac
42,Bélgica,Francés,Alto,8,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2900,Hidratación constante,Pisac
30,Turquía,Turco,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3000,Ropa térmica,Pisac
35,India,Inglés,Alto,8,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3000,Consumir mate de coca,Pisac
21,Bolivia,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Aclimatación previa,Pisac
46,Noruega,Inglés,Alto,11,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3100,Hidratación adecuada,Pisac
28,Portugal,Portugués,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,2800,Consumir agua,Pisac
32,Israel,Hebreo,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3000,Preparación física,Pisac
24,Perú,Español,Económico,4,Cultural,No,No,Sí,Sí,Sí,No,Sí,2700,Evitar comidas pesadas,Pisac
41,Irlanda,Inglés,Alto,9,Aventura,No,No,No,Sí,Sí,Sí,Sí,3000,Hidratación y descanso,Pisac
26,Sudáfrica,Inglés,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,2900,Descansar bien,Pisac
34,Filipinas,Inglés,Medio,5,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,2800,Aclimatación obligatoria,Pisac
29,Marruecos,Árabe,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Evitar alcohol,Pisac
43,Suecia,Inglés,Alto,10,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3100,Descanso previo,Pisac
27,Indonesia,Indonesio,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,2900,Hidratación básica,Pisac
38,Dinamarca,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3000,Consumir agua constantemente,Pisac
23,Uruguay,Español,Económico,4,Relajación,No,No,No,Sí,Sí,No,Sí,2600,Usar protector solar,Pisac
45,Austria,Alemán,Alto,10,Cultural,Sí,No,Sí,Sí,Sí,Sí,Sí,2800,Medicamentos básicos,Pisac
31,Costa Rica,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,2900,Descanso moderado,Pisac
25,Nueva Zelanda,Inglés,Alto,8,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3000,Aclimatación y descanso,Pisac
36,Paraguay,Español,Económico,5,Cultural,No,No,Sí,Sí,Sí,No,Sí,2700,Hidratación continua,Pisac
40,Rusia,Ruso,Alto,9,Aventura,No,No,No,Sí,Sí,Sí,Sí,3100,Preparación física,Pisac
28,Perú,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,2800,Consumir líquidos,Pisac
33,Finlandia,Inglés,Alto,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3000,Consulta médica,Pisac
22,Venezuela,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Hidratación permanente,Pisac
47,Hungría,Húngaro,Alto,11,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2900,Ropa térmica,Pisac
30,Tailandia,Tailandés,Medio,6,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,2900,Aclimatación previa,Pisac
35,Estados Unidos,Inglés,Alto,9,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3100,Consumir mate de coca,Pisac
24,Perú,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Hidratación continua,Pisac
39,Canadá,Inglés,Alto,8,Naturaleza,No,No,Sí,Sí,Sí,Sí,Sí,3000,Descanso correcto,Pisac
27,España,Español,Medio,5,Cultural,No,No,No,Sí,Sí,Sí,Sí,2800,Control médico,Pisac
42,Brasil,Portugués,Alto,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,3000,Hidratación y descanso,Pisac
29,Australia,Inglés,Alto,7,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3000,Preparación física,Pisac
26,Perú,Español,Medio,5,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,2800,Consumir líquidos,Pisac
37,Alemania,Alemán,Alto,9,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3100,Aclimatación previa,Pisac
29,Australia,Inglés,Alto,10,Aventura,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación adecuada,Choquequirao
34,Perú,Español,Medio,8,Trekking,No,No,No,Sí,Sí,Sí,Sí,3400,Ropa adecuada,Choquequirao
27,Estados Unidos,Inglés,Alto,9,Aventura,No,No,Sí,Sí,Sí,No,Sí,3000,Llevar medicamentos,Choquequirao
41,Canadá,Inglés,Alto,11,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3300,Usar ropa ligera,Choquequirao
24,Argentina,Español,Económico,7,Aventura,No,No,No,Sí,Sí,No,Sí,2800,Hidratación adecuada,Choquequirao
38,Alemania,Alemán,Alto,12,Trekking,No,No,No,Sí,Sí,Sí,Sí,3400,Control médico,Choquequirao
30,Francia,Francés,Medio,8,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3100,Llevar snacks energéticos,Choquequirao
22,Brasil,Portugués,Medio,6,Aventura,No,No,No,Sí,Sí,No,Sí,2900,Descanso moderado,Choquequirao
45,Chile,Español,Alto,10,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2500,Consultar médico,Choquequirao
28,Japón,Japonés,Alto,9,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3300,Llevar snacks energéticos,Choquequirao
36,Italia,Italiano,Medio,7,Aventura,No,No,No,Sí,Sí,Sí,Sí,3000,Usar bloqueador solar,Choquequirao
31,México,Español,Medio,8,Cultural,No,No,No,Sí,Sí,No,Sí,2800,Hidratación constante,Choquequirao
40,Reino Unido,Inglés,Alto,13,Trekking,No,No,Sí,Sí,Sí,Sí,Sí,3400,Aclimatación recomendada,Choquequirao
26,España,Español,Medio,6,Cultural,No,No,No,Sí,Sí,Sí,Sí,2700,Consumir agua frecuentemente,Choquequirao
33,China,Chino,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3200,Llevar ropa térmica,Choquequirao
37,Corea del Sur,Coreano,Alto,9,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3100,Hidratación permanente,Choquequirao
23,Colombia,Español,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Descansar adecuadamente,Choquequirao
44,Suiza,Alemán,Alto,12,Trekking,No,No,No,Sí,Sí,Sí,Sí,3400,Aclimatación previa,Choquequirao
27,Ecuador,Español,Medio,7,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,2900,Evitar comidas pesadas,Choquequirao
39,Países Bajos,Inglés,Alto,11,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3300,Hidratación y descanso,Choquequirao
25,Perú,Español,Económico,6,Cultural,No,No,No,Sí,Sí,No,Sí,2700,Consumir mate de coca,Choquequirao
42,Bélgica,Francés,Alto,10,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2500,Control médico,Choquequirao
30,Turquía,Turco,Medio,8,Trekking,No,No,Sí,Sí,Sí,Sí,Sí,3000,Llevar medicamentos,Choquequirao
35,India,Inglés,Alto,9,Aventura,No,No,No,Sí,Sí,Sí,Sí,3200,Usar ropa ligera,Choquequirao
21,Bolivia,Español,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Hidratación adecuada,Choquequirao
46,Noruega,Inglés,Alto,12,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3400,Aclimatación obligatoria,Choquequirao
28,Portugal,Portugués,Medio,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,2800,Evitar alcohol,Choquequirao
32,Israel,Hebreo,Alto,10,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3200,Descanso previo,Choquequirao
24,Perú,Español,Económico,6,Cultural,No,No,Sí,Sí,Sí,No,Sí,2700,Consumir líquidos,Choquequirao
41,Irlanda,Inglés,Alto,11,Trekking,No,No,No,Sí,Sí,Sí,Sí,3300,Hidratación constante,Choquequirao
26,Sudáfrica,Inglés,Medio,8,Aventura,No,No,No,Sí,Sí,Sí,Sí,3000,Usar bloqueador,Choquequirao
34,Filipinas,Inglés,Medio,7,Trekking,No,No,Sí,Sí,Sí,Sí,Sí,2900,Medicamentos básicos,Choquequirao
29,Marruecos,Árabe,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Descanso adecuado,Choquequirao
43,Suecia,Inglés,Alto,13,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3400,Aclimatación y descanso,Choquequirao
27,Indonesia,Indonesio,Medio,9,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3100,Hidratación continua,Choquequirao
38,Dinamarca,Inglés,Alto,10,Trekking,No,No,No,Sí,Sí,Sí,Sí,3300,Preparación física,Choquequirao
23,Uruguay,Español,Económico,4,Cultural,No,No,No,Sí,Sí,No,Sí,2500,Consumir agua,Choquequirao
45,Austria,Alemán,Alto,12,Cultural,Sí,No,Sí,Sí,Sí,Sí,Sí,2400,Consulta médica,Choquequirao
31,Costa Rica,Español,Medio,8,Aventura,No,No,No,Sí,Sí,Sí,Sí,3000,Hidratación permanente,Choquequirao
25,Nueva Zelanda,Inglés,Alto,9,Naturaleza,No,No,No,Sí,Sí,Sí,Sí,3200,Ropa térmica,Choquequirao
36,Paraguay,Español,Económico,6,Cultural,No,No,Sí,Sí,Sí,No,Sí,2700,Descanso moderado,Choquequirao
40,Rusia,Ruso,Alto,11,Trekking,No,No,No,Sí,Sí,Sí,Sí,3400,Aclimatación previa,Choquequirao
28,Perú,Español,Medio,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,2800,Consumir mate de coca,Choquequirao
33,Finlandia,Inglés,Alto,10,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3200,Hidratación continua,Choquequirao
22,Venezuela,Español,Económico,5,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Descansar correctamente,Choquequirao
47,Hungría,Húngaro,Alto,13,Cultural,Sí,No,No,Sí,Sí,Sí,Sí,2500,Control de presión,Choquequirao
30,Tailandia,Tailandés,Medio,8,Aventura,No,No,Sí,Sí,Sí,Sí,Sí,3000,Hidratación y descanso,Choquequirao
35,Estados Unidos,Inglés,Alto,12,Trekking,No,No,No,Sí,Sí,Sí,Sí,3400,Preparación física,Choquequirao
24,Perú,Español,Económico,6,Cultural,No,No,No,Sí,Sí,No,Sí,2600,Consumir líquidos,Choquequirao
39,Canadá,Inglés,Alto,11,Naturaleza,No,No,Sí,Sí,Sí,Sí,Sí,3300,Aclimatación previa,Choquequirao
27,España,Español,Medio,7,Cultural,No,No,No,Sí,Sí,Sí,Sí,2900,Hidratación adecuada,Choquequirao
42,Brasil,Portugués,Alto,10,Aventura,No,No,No,Sí,Sí,Sí,Sí,3300,Ropa adecuada,Choquequirao
29,Australia,Inglés,Alto,8,Mochilero,No,No,No,Sí,Sí,Sí,Sí,3100,Hidratación constante,Tipón
34,Perú,Español,Medio,5,Relajación,No,No,No,Sí,Sí,Sí,No,2900,Descansar adecuadamente,Tipón
27,Estados Unidos,Inglés,Alto,7,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3000,Llevar medicamentos,Tipón
41,Canadá,Inglés,Alto,9,Cultural,No,No,No,Sí,Sí,Sí,Sí,3200,Aclimatación previa,Tipón
24,Argentina,Español,Económico,4,Relajación,No,No,No,Sí,Sí,No,Sí,2800,Consumir agua,Tipón
38,Alemania,Alemán,Alto,10,Aventura,No,No,No,Sí,Sí,Sí,Sí,3200,Usar bloqueador solar,Tipón
30,Francia,Francés,Medio,6,Fotografía,No,No,Sí,Sí,Sí,Sí,Sí,3000,Hidratación frecuente,Tipón
22,Brasil,Portugués,Medio,5,Cultural,No,No,No,Sí,Sí,No,Sí,2800,Descanso moderado,Tipón
45,Chile,Español,Alto,8,Gastronómico,Sí,No,No,Sí,Sí,Sí,Sí,2600,Consultar médico,Tipón
28,Japón,Japonés,Alto,7,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,3100,Llevar snacks,Tipón
36,Italia,Italiano,Medio,6,Mochilero,No,No,No,Sí,Sí,Sí,Sí,3000,Usar sombrero,Tipón
31,México,Español,Medio,5,Fotografía,No,No,No,Sí,Sí,No,Sí,2800,Hidratación constante,Tipón
40,Reino Unido,Inglés,Alto,9,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,3200,Aclimatación recomendada,Tipón
26,España,Español,Medio,5,Aventura,No,No,No,Sí,Sí,Sí,Sí,2800,Consumir líquidos,Tipón
33,China,Chino,Alto,8,Cultural,No,No,No,Sí,Sí,Sí,Sí,3100,Ropa cómoda,Tipón
37,Corea del Sur,Coreano,Alto,7,Relajación,No,No,Sí,Sí,Sí,Sí,Sí,3000,Hidratación permanente,Tipón
23,Colombia,Español,Económico,4,Mochilero,No,No,No,Sí,Sí,No,Sí,2700,Descanso adecuado,Tipón
44,Suiza,Alemán,Alto,10,Fotografía,No,No,No,Sí,Sí,Sí,Sí,3200,Aclimatación previa,Tipón
27,Ecuador,Español,Medio,5,Cultural,No,No,Sí,Sí,Sí,Sí,Sí,2900,Evitar comidas pesadas,Tipón
39,Países Bajos,Inglés,Alto,8,Relajación,No,No,No,Sí,Sí,Sí,Sí,3200,Hidratación y descanso,Tipón
25,Perú,Español,Económico,4,Aventura,No,No,No,Sí,Sí,No,Sí,2700,Consumir mate de coca,Tipón
42,Bélgica,Francés,Alto,9,Histórico,Sí,No,No,Sí,Sí,Sí,Sí,2600,Control médico,Tipón
30,Turquía,Turco,Medio,6,Mochilero,No,No,Sí,Sí,Sí,Sí,Sí,3000,Llevar medicamentos,Tipón
